trip_id,driver_id,date,start_time,end_time,duration_min,distance_km,fare,surge_multiplier,pickup_location,dropoff_location,route,earnings_velocity,earnings_rating,motion_events_count,audio_events_count,flagged_count,stress_score,worst_event_type,trip_quality
TRIP056,DRV017,06-02-2024,18:43:00,19:24:00,41,18.2,401,1.2,Dwarka,Karol Bagh,Dwarka → Karol Bagh,586.83,excellent,8,4,8,0.897,sharp_turn,poor
TRIP057,DRV017,06-02-2024,19:41:00,20:21:00,40,17.5,470,1.4,South Delhi,Rohini,South Delhi → Rohini,705.0,excellent,6,0,6,0.52,sharp_turn,poor
TRIP058,DRV017,06-02-2024,20:52:00,21:44:00,52,25.7,544,1.1,Gurugram,Noida,Gurugram → Noida,627.69,excellent,10,0,8,0.52,sharp_turn,poor
TRIP059,DRV017,06-02-2024,22:07:00,23:02:00,55,14.4,460,1.6,Rohini,Noida,Rohini → Noida,501.82,excellent,9,0,9,0.52,sharp_turn,poor
TRIP060,DRV018,06-02-2024,12:15:00,12:59:00,44,11.5,261,1.2,Baner,Shivajinagar,Baner → Shivajinagar,355.91,good,8,0,7,0.52,sharp_turn,poor
TRIP061,DRV018,06-02-2024,13:16:00,13:50:00,34,13.5,271,1.0,Baner,Hinjewadi,Baner → Hinjewadi,478.24,excellent,5,5,4,0.52,sharp_turn,poor
TRIP062,DRV019,06-02-2024,06:12:00,06:56:00,44,22.7,431,1.1,Secunderabad,Kondapur,Secunderabad → Kondapur,587.73,excellent,10,1,10,0.52,sharp_turn,poor
TRIP063,DRV019,06-02-2024,07:12:00,07:38:00,26,11.9,215,1.0,Kondapur,LB Nagar,Kondapur → LB Nagar,496.15,excellent,5,0,4,0.52,sharp_turn,poor
TRIP064,DRV020,06-02-2024,17:27:00,17:46:00,19,4.2,93,1.0,Baner,Hinjewadi,Baner → Hinjewadi,293.68,good,10,0,10,0.52,sharp_turn,poor
TRIP065,DRV020,06-02-2024,18:11:00,19:11:00,60,24.4,552,1.3,Hinjewadi,Hadapsar,Hinjewadi → Hadapsar,552.0,excellent,17,0,15,0.52,sharp_turn,poor
TRIP066,DRV021,06-02-2024,17:13:00,17:51:00,38,18.5,497,1.2,Lower Parel,Malad,Lower Parel → Malad,784.74,excellent,4,0,4,0.52,sharp_turn,poor
TRIP067,DRV021,06-02-2024,18:06:00,18:47:00,41,13.9,282,1.0,Bandra,Lower Parel,Bandra → Lower Parel,412.68,excellent,9,1,9,0.52,sharp_turn,poor
TRIP068,DRV021,06-02-2024,19:16:00,19:58:00,42,21.0,570,1.2,Malad,Goregaon,Malad → Goregaon,814.29,excellent,24,3,24,0.834,sharp_turn,poor
TRIP069,DRV022,06-02-2024,17:05:00,17:34:00,29,16.2,332,1.0,Vasant Kunj,Lajpat Nagar,Vasant Kunj → Lajpat Nagar,686.9,excellent,6,1,6,0.66,sharp_turn,poor
TRIP070,DRV022,06-02-2024,18:07:00,19:03:00,56,25.1,530,1.2,Vasant Kunj,Connaught Place,Vasant Kunj → Connaught Place,567.86,excellent,16,1,15,0.652,sharp_turn,poor
TRIP071,DRV023,06-02-2024,06:00:00,06:56:00,56,18.3,511,1.5,Viman Nagar,Kothrud,Viman Nagar → Kothrud,547.5,excellent,20,2,5,0.52,sharp_turn,poor
TRIP072,DRV023,06-02-2024,07:23:00,08:11:00,48,21.4,603,1.4,Kothrud,Hinjewadi,Kothrud → Hinjewadi,753.75,excellent,19,0,15,0.52,sharp_turn,poor
TRIP073,DRV023,06-02-2024,08:42:00,09:22:00,40,16.5,331,1.0,Wakad,Kothrud,Wakad → Kothrud,496.5,excellent,8,1,7,0.564,sharp_turn,poor
TRIP074,DRV023,06-02-2024,09:57:00,10:23:00,26,8.3,265,1.5,Hadapsar,Kothrud,Hadapsar → Kothrud,611.54,excellent,13,1,12,0.806,sharp_turn,poor
TRIP075,DRV023,06-02-2024,10:56:00,11:31:00,35,13.1,364,1.4,Hinjewadi,Wakad,Hinjewadi → Wakad,624.0,excellent,27,0,27,0.52,sharp_turn,poor
TRIP076,DRV023,06-02-2024,12:04:00,12:50:00,46,24.8,414,1.0,Wakad,Hinjewadi,Wakad → Hinjewadi,540.0,excellent,10,0,10,0.52,sharp_turn,poor
TRIP077,DRV024,06-02-2024,17:21:00,18:21:00,60,25.3,653,1.3,Rohini,Noida,Rohini → Noida,653.0,excellent,30,1,30,0.52,sharp_turn,poor
TRIP078,DRV024,06-02-2024,18:55:00,19:41:00,46,15.2,346,1.2,Noida,Dwarka,Noida → Dwarka,451.3,excellent,24,1,4,0.388,sharp_turn,average
TRIP079,DRV024,06-02-2024,20:00:00,21:00:00,60,26.9,784,1.4,Rohini,Karol Bagh,Rohini → Karol Bagh,784.0,excellent,26,1,25,0.52,sharp_turn,poor
TRIP080,DRV024,06-02-2024,21:14:00,21:56:00,42,16.5,325,1.0,Lajpat Nagar,South Delhi,Lajpat Nagar → South Delhi,464.29,excellent,8,0,8,0.52,sharp_turn,poor
TRIP081,DRV024,06-02-2024,22:18:00,22:38:00,20,6.7,206,1.4,Noida,South Delhi,Noida → South Delhi,618.0,excellent,12,0,10,0.52,sharp_turn,poor
TRIP082,DRV025,06-02-2024,06:02:00,06:29:00,27,7.3,188,1.3,Adyar,Guindy,Adyar → Guindy,417.78,excellent,10,3,9,1.0,sharp_turn,poor
TRIP083,DRV025,06-02-2024,06:42:00,07:16:00,34,10.1,324,1.5,T Nagar,Velachery,T Nagar → Velachery,571.76,excellent,4,0,2,0.504,sharp_turn,poor
TRIP084,DRV025,06-02-2024,07:36:00,08:20:00,44,22.2,504,1.1,Porur,Guindy,Porur → Guindy,687.27,excellent,11,1,11,0.52,sharp_turn,poor
TRIP085,DRV026,06-02-2024,06:25:00,06:46:00,21,8.3,188,1.1,Velachery,Porur,Velachery → Porur,537.14,excellent,12,2,10,0.566,sharp_turn,poor
TRIP086,DRV026,06-02-2024,07:04:00,07:52:00,48,16.7,405,1.1,Adyar,Anna Nagar,Adyar → Anna Nagar,506.25,excellent,11,7,10,0.83,sharp_turn,poor
TRIP087,DRV027,06-02-2024,12:15:00,12:58:00,43,16.9,340,1.1,Lajpat Nagar,Connaught Place,Lajpat Nagar → Connaught Place,474.42,excellent,3,1,3,0.52,sharp_turn,poor
TRIP088,DRV027,06-02-2024,13:12:00,14:07:00,55,17.3,358,1.1,Saket,Noida,Saket → Noida,390.55,good,20,0,18,0.52,sharp_turn,poor
TRIP089,DRV027,06-02-2024,14:32:00,15:12:00,40,15.2,369,1.3,Noida,Vasant Kunj,Noida → Vasant Kunj,553.5,excellent,10,0,10,0.52,sharp_turn,poor
TRIP090,DRV028,06-02-2024,06:04:00,07:04:00,60,26.1,711,1.2,Dadar,Bandra,Dadar → Bandra,711.0,excellent,8,1,6,0.52,sharp_turn,poor
TRIP091,DRV028,06-02-2024,07:35:00,07:55:00,20,9.1,244,1.4,Worli,Bandra,Worli → Bandra,732.0,excellent,8,0,7,0.52,sharp_turn,poor
TRIP092,DRV028,06-02-2024,08:05:00,08:54:00,49,15.0,470,1.4,Andheri West,Malad,Andheri West → Malad,575.51,excellent,26,0,26,0.52,sharp_turn,poor
TRIP093,DRV028,06-02-2024,09:23:00,09:59:00,36,15.1,461,1.3,Worli,Goregaon,Worli → Goregaon,768.33,excellent,11,1,8,0.52,sharp_turn,poor
TRIP094,DRV028,06-02-2024,10:26:00,11:26:00,60,24.3,800,1.5,Dadar,Bandra,Dadar → Bandra,800.0,excellent,21,3,20,0.941,sharp_turn,poor
TRIP095,DRV029,06-02-2024,17:28:00,17:56:00,28,12.8,299,1.2,Anna Nagar,Porur,Anna Nagar → Porur,640.71,excellent,7,5,7,0.946,sharp_turn,poor
TRIP096,DRV029,06-02-2024,18:16:00,19:12:00,56,19.5,469,1.2,Porur,Guindy,Porur → Guindy,502.5,excellent,21,1,20,0.52,sharp_turn,poor
TRIP097,DRV030,06-02-2024,06:19:00,06:38:00,19,4.5,144,1.4,Shivajinagar,Wakad,Shivajinagar → Wakad,454.74,excellent,3,0,3,0.52,sharp_turn,poor
TRIP098,DRV030,06-02-2024,06:51:00,07:25:00,34,10.6,318,1.4,Hinjewadi,Kothrud,Hinjewadi → Kothrud,561.18,excellent,22,2,4,0.52,sharp_turn,poor
TRIP099,DRV030,06-02-2024,07:53:00,08:53:00,60,26.9,618,1.3,Baner,Kothrud,Baner → Kothrud,618.0,excellent,12,3,9,0.52,sharp_turn,poor
TRIP100,DRV030,06-02-2024,09:20:00,09:37:00,17,4.6,121,1.3,Baner,Hinjewadi,Baner → Hinjewadi,427.06,excellent,22,0,4,0.52,sharp_turn,poor
TRIP101,DRV030,06-02-2024,09:55:00,10:37:00,42,17.1,363,1.2,Viman Nagar,Koregaon Park,Viman Nagar → Koregaon Park,518.57,excellent,8,1,8,0.52,sharp_turn,poor
TRIP102,DRV031,06-02-2024,17:22:00,18:11:00,49,22.4,527,1.3,Wakad,Hadapsar,Wakad → Hadapsar,645.31,excellent,13,2,13,0.62,sharp_turn,poor
TRIP103,DRV031,06-02-2024,18:27:00,19:13:00,46,18.1,398,1.1,Hadapsar,Viman Nagar,Hadapsar → Viman Nagar,519.13,excellent,17,0,16,0.52,sharp_turn,poor
TRIP104,DRV031,06-02-2024,19:31:00,20:13:00,42,23.1,475,1.1,Hadapsar,Aundh,Hadapsar → Aundh,678.57,excellent,9,5,7,0.52,sharp_turn,poor
TRIP105,DRV031,06-02-2024,20:27:00,20:53:00,26,7.7,218,1.3,Baner,Hinjewadi,Baner → Hinjewadi,503.08,excellent,5,0,5,0.52,sharp_turn,poor
TRIP106,DRV031,06-02-2024,21:23:00,21:43:00,20,10.5,242,1.4,Hadapsar,Hinjewadi,Hadapsar → Hinjewadi,726.0,excellent,9,5,9,0.52,sharp_turn,poor
TRIP107,DRV031,06-02-2024,22:07:00,22:42:00,35,16.0,449,1.4,Shivajinagar,Aundh,Shivajinagar → Aundh,769.71,excellent,34,1,3,0.52,sharp_turn,poor
TRIP108,DRV032,06-02-2024,06:29:00,06:58:00,29,11.6,236,1.0,Rohini,Saket,Rohini → Saket,488.28,excellent,10,6,9,0.52,sharp_turn,poor
TRIP109,DRV032,06-02-2024,07:29:00,08:28:00,59,23.7,694,1.4,Dwarka,Lajpat Nagar,Dwarka → Lajpat Nagar,705.76,excellent,103,4,21,0.561,speeding,poor
TRIP110,DRV033,06-02-2024,06:02:00,06:27:00,25,7.7,146,1.0,Karol Bagh,Rohini,Karol Bagh → Rohini,350.4,good,2,0,2,0.52,sharp_turn,poor
TRIP111,DRV033,06-02-2024,06:37:00,07:19:00,42,19.7,386,1.1,Dwarka,Rohini,Dwarka → Rohini,551.43,excellent,10,1,10,0.82,sharp_turn,poor
TRIP112,DRV033,06-02-2024,07:50:00,08:10:00,20,6.2,172,1.4,Vasant Kunj,Gurugram,Vasant Kunj → Gurugram,516.0,excellent,18,3,16,1.0,sharp_turn,poor
TRIP113,DRV033,06-02-2024,08:32:00,09:14:00,42,12.8,309,1.1,Lajpat Nagar,Rohini,Lajpat Nagar → Rohini,441.43,excellent,10,0,8,0.52,sharp_turn,poor
TRIP114,DRV034,06-02-2024,12:24:00,12:53:00,29,13.6,361,1.4,OMR,Tambaram,OMR → Tambaram,746.9,excellent,14,0,14,0.52,sharp_turn,poor
TRIP115,DRV034,06-02-2024,13:29:00,14:29:00,60,24.9,654,1.4,Nungambakkam,Adyar,Nungambakkam → Adyar,654.0,excellent,16,0,14,0.52,sharp_turn,poor
TRIP116,DRV035,06-02-2024,06:21:00,06:43:00,22,4.6,138,1.3,Velachery,Guindy,Velachery → Guindy,376.36,good,22,0,7,0.52,sharp_turn,poor
TRIP117,DRV035,06-02-2024,07:14:00,08:02:00,48,17.5,424,1.2,OMR,Adyar,OMR → Adyar,530.0,excellent,19,6,14,0.719,sharp_turn,poor
TRIP118,DRV035,06-02-2024,08:13:00,08:30:00,17,4.0,138,1.5,Tambaram,Guindy,Tambaram → Guindy,487.06,excellent,7,0,6,0.52,sharp_turn,poor
TRIP119,DRV036,06-02-2024,06:28:00,06:48:00,20,5.4,144,1.1,Juhu,Andheri West,Juhu → Andheri West,432.0,excellent,2,5,2,0.816,sharp_turn,poor
TRIP120,DRV036,06-02-2024,07:02:00,07:44:00,42,14.1,458,1.5,Bandra,Dadar,Bandra → Dadar,654.29,excellent,11,0,10,0.52,sharp_turn,poor
TRIP121,DRV036,06-02-2024,08:03:00,08:28:00,25,10.4,366,1.5,Worli,Goregaon,Worli → Goregaon,878.4,excellent,9,3,7,0.52,sharp_turn,poor
TRIP122,DRV036,06-02-2024,08:40:00,09:39:00,59,18.9,638,1.4,Colaba,Kurla,Colaba → Kurla,648.81,excellent,9,5,9,0.52,sharp_turn,poor
TRIP123,DRV037,06-02-2024,06:09:00,07:08:00,59,26.8,724,1.5,Rohini,Vasant Kunj,Rohini → Vasant Kunj,736.27,excellent,10,0,10,0.52,sharp_turn,poor
TRIP124,DRV037,06-02-2024,07:43:00,08:19:00,36,13.1,317,1.3,Saket,Vasant Kunj,Saket → Vasant Kunj,528.33,excellent,15,4,12,0.922,sharp_turn,poor
TRIP125,DRV037,06-02-2024,08:52:00,09:38:00,46,18.1,424,1.2,Noida,Karol Bagh,Noida → Karol Bagh,553.04,excellent,9,1,9,0.52,sharp_turn,poor
TRIP126,DRV038,06-02-2024,06:09:00,06:44:00,35,14.8,451,1.4,Goregaon,Lower Parel,Goregaon → Lower Parel,773.14,excellent,2,0,0,-1.0,,average
TRIP127,DRV038,06-02-2024,07:04:00,07:27:00,23,6.3,167,1.2,Kurla,BKC,Kurla → BKC,435.65,excellent,2,0,1,0.465,sharp_turn,average
TRIP128,DRV038,06-02-2024,07:43:00,08:26:00,43,23.8,628,1.4,Bandra,Colaba,Bandra → Colaba,876.28,excellent,12,2,11,0.658,sharp_turn,poor
TRIP129,DRV038,06-02-2024,08:59:00,09:59:00,60,17.9,584,1.4,Kurla,Malad,Kurla → Malad,584.0,excellent,35,6,14,0.567,sharp_turn,poor
TRIP130,DRV038,06-02-2024,10:32:00,11:12:00,40,15.9,468,1.4,Colaba,Dadar,Colaba → Dadar,702.0,excellent,16,0,15,0.52,sharp_turn,poor
TRIP131,DRV038,06-02-2024,11:36:00,12:11:00,35,10.5,316,1.3,BKC,Bandra,BKC → Bandra,541.71,excellent,15,2,14,0.988,sharp_turn,poor
TRIP132,DRV039,06-02-2024,12:17:00,13:17:00,60,25.1,522,1.0,Gurugram,Noida,Gurugram → Noida,522.0,excellent,16,3,15,0.822,sharp_turn,poor
TRIP133,DRV039,06-02-2024,13:43:00,14:25:00,42,14.2,321,1.2,Noida,South Delhi,Noida → South Delhi,458.57,excellent,9,8,9,1.0,sharp_turn,poor
TRIP134,DRV039,06-02-2024,14:42:00,15:42:00,60,25.0,632,1.3,Connaught Place,Dwarka,Connaught Place → Dwarka,632.0,excellent,8,1,6,0.52,sharp_turn,poor
TRIP135,DRV039,06-02-2024,16:01:00,17:01:00,60,18.8,510,1.3,Noida,Vasant Kunj,Noida → Vasant Kunj,510.0,excellent,10,1,9,0.52,sharp_turn,poor
TRIP136,DRV039,06-02-2024,17:19:00,17:33:00,14,6.3,155,1.2,Karol Bagh,Dwarka,Karol Bagh → Dwarka,664.29,excellent,1,0,1,0.448,sharp_turn,average
TRIP137,DRV039,06-02-2024,18:06:00,18:56:00,50,19.2,416,1.2,Saket,Lajpat Nagar,Saket → Lajpat Nagar,499.2,excellent,6,5,6,1.0,sharp_turn,poor
TRIP138,DRV040,06-02-2024,17:21:00,17:44:00,23,11.2,364,1.6,Karol Bagh,Noida,Karol Bagh → Noida,949.57,excellent,5,0,4,0.52,sharp_turn,poor
TRIP139,DRV040,06-02-2024,18:15:00,18:34:00,19,7.7,193,1.3,Lajpat Nagar,Vasant Kunj,Lajpat Nagar → Vasant Kunj,609.47,excellent,8,1,6,0.52,sharp_turn,poor
TRIP140,DRV040,06-02-2024,19:09:00,19:46:00,37,11.5,352,1.6,Lajpat Nagar,Noida,Lajpat Nagar → Noida,570.81,excellent,13,0,12,0.52,sharp_turn,poor
TRIP141,DRV040,06-02-2024,20:18:00,21:10:00,52,27.4,601,1.1,South Delhi,Connaught Place,South Delhi → Connaught Place,693.46,excellent,14,0,13,0.52,sharp_turn,poor
TRIP142,DRV040,06-02-2024,21:43:00,22:42:00,59,27.3,667,1.3,Dwarka,Saket,Dwarka → Saket,678.31,excellent,12,0,11,0.52,sharp_turn,poor
TRIP143,DRV041,06-02-2024,12:23:00,12:50:00,27,14.7,325,1.3,Noida,South Delhi,Noida → South Delhi,722.22,excellent,9,0,9,0.52,sharp_turn,poor
TRIP144,DRV041,06-02-2024,13:05:00,13:40:00,35,16.4,477,1.6,Vasant Kunj,Saket,Vasant Kunj → Saket,817.71,excellent,6,2,4,0.52,sharp_turn,poor
TRIP145,DRV041,06-02-2024,13:54:00,14:26:00,32,17.6,439,1.3,Connaught Place,Karol Bagh,Connaught Place → Karol Bagh,823.12,excellent,4,2,3,0.52,sharp_turn,poor
TRIP146,DRV041,06-02-2024,14:58:00,15:58:00,60,26.8,490,1.0,Noida,Dwarka,Noida → Dwarka,490.0,excellent,17,2,16,0.834,sharp_turn,poor
